0.656, 0.670, 0.801, 9.377
0.696, 0.677, 0.818, 8.573
0.657, 0.672, 0.807, 9.312
0.669, 0.660, 0.815, 10.067
0.696, 0.656, 0.818, 8.828
0.675, 0.684, 0.803, 8.970
0.658, 0.654, 0.801, 8.991
0.653, 0.660, 0.818, 8.559
0.688, 0.681, 0.800, 9.035
0.669, 0.673, 0.810, 8.795
0.657, 0.670, 0.819, 9.399
0.675, 0.671, 0.825, 8.908
0.692, 0.685, 0.792, 8.987
0.669, 0.663, 0.802, 9.656
0.660, 0.683, 0.804, 9.195
0.689, 0.667, 0.799, 8.855
0.660, 0.667, 0.807, 9.135
0.666, 0.677, 0.819, 8.898
0.675, 0.624, 0.811, 8.268
0.646, 0.683, 0.804, 10.054
0.683, 0.670, 0.813, 8.802
0.680, 0.682, 0.802, 9.413
0.649, 0.682, 0.838, 8.272
0.673, 0.645, 0.785, 8.274
0.664, 0.661, 0.817, 9.606
0.674, 0.657, 0.799, 9.754
0.670, 0.669, 0.806, 9.395
0.670, 0.656, 0.815, 7.886
0.666, 0.661, 0.803, 8.456
0.681, 0.668, 0.796, 9.161
0.662, 0.668, 0.805, 9.968
0.693, 0.675, 0.805, 9.088
0.664, 0.661, 0.813, 9.979
0.664, 0.659, 0.792, 8.704
0.661, 0.654, 0.809, 9.811
0.688, 0.652, 0.810, 8.628
0.678, 0.675, 0.810, 9.688
0.688, 0.665, 0.798, 8.750
0.668, 0.686, 0.798, 8.738
0.639, 0.682, 0.795, 9.693
0.686, 0.652, 0.801, 8.697
0.664, 0.668, 0.807, 9.918
0.672, 0.680, 0.821, 9.469
0.675, 0.668, 0.810, 8.910
0.674, 0.644, 0.794, 10.104
0.653, 0.644, 0.828, 9.910
0.647, 0.660, 0.788, 8.284
0.684, 0.659, 0.798, 8.808
0.679, 0.668, 0.817, 8.942
0.649, 0.674, 0.814, 9.502
0.676, 0.651, 0.811, 8.181
0.673, 0.645, 0.837, 9.743
0.678, 0.663, 0.809, 8.966
0.662, 0.666, 0.803, 8.833
0.657, 0.656, 0.789, 9.046
0.669, 0.666, 0.818, 9.153
0.669, 0.673, 0.803, 10.331
0.671, 0.677, 0.804, 8.439
0.641, 0.666, 0.800, 8.402
0.663, 0.684, 0.805, 8.148
0.655, 0.672, 0.801, 9.560
0.691, 0.681, 0.786, 8.776
0.695, 0.680, 0.816, 9.288
0.675, 0.650, 0.800, 9.376
0.680, 0.683, 0.782, 8.475
0.654, 0.671, 0.801, 8.483
0.689, 0.679, 0.780, 8.737
0.683, 0.671, 0.793, 9.248
0.683, 0.671, 0.809, 9.146
0.677, 0.659, 0.815, 8.740
0.674, 0.701, 0.794, 8.550
0.673, 0.667, 0.827, 9.558
0.660, 0.671, 0.801, 9.376
0.656, 0.667, 0.811, 8.993
0.673, 0.657, 0.789, 9.139
0.672, 0.660, 0.810, 8.209
0.690, 0.664, 0.801, 8.617
0.670, 0.691, 0.819, 9.000
0.670, 0.666, 0.799, 8.831
0.694, 0.671, 0.781, 8.677
0.669, 0.674, 0.801, 8.487
0.682, 0.676, 0.794, 8.654
0.680, 0.680, 0.794, 7.495
0.681, 0.662, 0.812, 8.337
0.660, 0.661, 0.802, 8.935
0.681, 0.673, 0.813, 10.056
0.675, 0.685, 0.785, 8.605
0.670, 0.653, 0.816, 9.796
0.680, 0.678, 0.804, 9.139
0.668, 0.681, 0.798, 9.788
0.668, 0.664, 0.794, 9.325
0.660, 0.684, 0.811, 8.377
0.676, 0.666, 0.798, 8.797
0.688, 0.688, 0.802, 9.148
0.684, 0.668, 0.789, 7.902
0.679, 0.666, 0.797, 9.133
0.632, 0.669, 0.809, 8.701
0.647, 0.656, 0.813, 8.704
0.669, 0.700, 0.800, 8.105
0.646, 0.661, 0.803, 9.186
0.659, 0.686, 0.800, 8.507
0.688, 0.657, 0.819, 8.337
0.696, 0.670, 0.802, 10.555
0.674, 0.685, 0.807, 8.648
0.671, 0.644, 0.791, 9.698
0.676, 0.673, 0.789, 9.383
0.696, 0.653, 0.821, 9.305
0.663, 0.696, 0.802, 8.714
0.685, 0.678, 0.787, 8.261
0.680, 0.670, 0.809, 9.457
0.687, 0.670, 0.802, 7.733
0.671, 0.640, 0.804, 9.543
0.652, 0.652, 0.812, 8.782
0.670, 0.658, 0.803, 8.617
0.682, 0.665, 0.789, 8.983
0.660, 0.653, 0.797, 8.731
